word,definition,difficulty_level,frequency_score,word_type,first_char,last_char,word_length
읍륵,읍륵의 뜻,2,30,명사,읍,륵,2
레이디버틀러,레이디버틀러의 뜻,3,30,명사,레,러,6
루미놀,루미놀의 뜻,2,30,명사,루,놀,3
레이디컬렉션,레이디컬렉션의 뜻,3,30,명사,레,션,6
우주천문대,우주천문대의 뜻,2,30,명사,우,대,5
국제연맹,국제연맹의 뜻,2,30,명사,국,맹,4
대료,대료의 뜻,2,30,명사,대,료,2
가우스,가우스의 뜻,2,30,명사,가,스,3
준비성,준비성의 뜻,2,30,명사,준,성,3
부라질,부라질의 뜻,2,30,명사,부,질,3
요동반도,요동반도의 뜻,2,30,명사,요,도,4
감람산,감람산의 뜻,2,30,명사,감,산,3
적동,적동의 뜻,2,30,명사,적,동,2
끓는점,끓는점의 뜻,2,30,명사,끓,점,3
요동질,요동질의 뜻,2,30,명사,요,질,3
음란죄,음란죄의 뜻,2,30,명사,음,죄,3
블랙잭,블랙잭의 뜻,2,30,명사,블,잭,3
걸뚝,걸뚝의 뜻,2,30,명사,걸,뚝,2
어사또,어사또의 뜻,2,30,명사,어,또,3
규산,규산의 뜻,2,30,명사,규,산,2
레이디스코드,레이디스코드의 뜻,3,30,명사,레,드,6
레오나,레오나의 뜻,2,30,명사,레,나,3
다가들다,다가들다의 뜻,2,30,명사,다,다,4
요승지,요승지의 뜻,2,30,명사,요,지,3
요청사격,요청사격의 뜻,2,30,명사,요,격,4
코코아,코코아의 뜻,2,30,명사,코,아,3
요청서,요청서의 뜻,2,30,명사,요,서,3
우피동,우피동의 뜻,2,30,명사,우,동,3
여차여차하다,여차여차하다의 뜻,3,30,명사,여,다,6
레인보우픽시,레인보우픽시의 뜻,3,30,명사,레,시,6
승인되다,승인되다의 뜻,2,30,명사,승,다,4
자결,자결의 뜻,2,30,명사,자,결,2
우피,우피의 뜻,2,30,명사,우,피,2
무당벌레,무당벌레의 뜻,2,30,명사,무,레,4
황궁,황궁의 뜻,2,30,명사,황,궁,2
속새,속새의 뜻,2,30,명사,속,새,2
레이튼,레이튼의 뜻,2,30,명사,레,튼,3
해물,해물의 뜻,2,30,명사,해,물,2
레인보우블랙,레인보우블랙의 뜻,3,30,명사,레,랙,6
역사화,역사화의 뜻,2,30,명사,역,화,3
레인보우,레인보우의 뜻,2,30,명사,레,우,4
정보량,정보량의 뜻,2,30,명사,정,량,3
겉보기비중,겉보기비중의 뜻,2,30,명사,겉,중,5
레이티,레이티의 뜻,2,30,명사,레,티,3
우한,우한의 뜻,2,30,명사,우,한,2
방모,방모의 뜻,2,30,명사,방,모,2
로데브,로데브의 뜻,2,30,명사,로,브,3
쿨럭,쿨럭의 뜻,2,30,명사,쿨,럭,2
와실,와실의 뜻,2,30,명사,와,실,2
엇디디다,엇디디다의 뜻,2,30,명사,엇,다,4
엇막이,엇막이의 뜻,2,30,명사,엇,이,3
조민수,조민수의 뜻,2,30,명사,조,수,3
외여갑당,외여갑당의 뜻,2,30,명사,외,당,4
로드나이트,로드나이트의 뜻,2,30,명사,로,트,5
역질,역질의 뜻,2,30,명사,역,질,2
우필선,우필선의 뜻,2,30,명사,우,선,3
미다스,미다스의 뜻,2,30,명사,미,스,3
우필성,우필성의 뜻,2,30,명사,우,성,3
우한하다,우한하다의 뜻,2,30,명사,우,다,4
시들다,시들다의 뜻,2,30,명사,시,다,3
오연발,오연발의 뜻,2,30,명사,오,발,3
옥로갓,옥로갓의 뜻,2,30,명사,옥,갓,3
옥촉서반,옥촉서반의 뜻,2,30,명사,옥,반,4
이곳,이곳의 뜻,2,30,명사,이,곳,2
오지꼬지,오지꼬지의 뜻,2,30,명사,오,지,4
무신경,무신경의 뜻,2,30,명사,무,경,3
오자낙서,오자낙서의 뜻,2,30,명사,오,서,4
로도스도전기,로도스도전기의 뜻,3,30,명사,로,기,6
체흐,체흐의 뜻,2,30,명사,체,흐,2
골지,골지의 뜻,2,30,명사,골,지,2
로스타임메모리,로스타임메모리의 뜻,3,30,명사,로,리,7
웅변대회,웅변대회의 뜻,2,30,명사,웅,회,4
공융,공융의 뜻,2,30,명사,공,융,2
로드보이즈,로드보이즈의 뜻,2,30,명사,로,즈,5
원격제어신호,원격제어신호의 뜻,3,30,명사,원,호,6
로미오줄리엣,로미오줄리엣의 뜻,3,30,명사,로,엣,6
원격조,원격조의 뜻,2,30,명사,원,조,3
시왕,시왕의 뜻,2,30,명사,시,왕,2
원격제어,원격제어의 뜻,2,30,명사,원,어,4
우함수,우함수의 뜻,2,30,명사,우,수,3
로닌,로닌의 뜻,2,30,명사,로,닌,2
행상,행상의 뜻,2,30,명사,행,상,2
묘향산,묘향산의 뜻,2,30,명사,묘,산,3
녹로,녹로의 뜻,2,30,명사,녹,로,2
로라스,로라스의 뜻,2,30,명사,로,스,3
로드투드래곤,로드투드래곤의 뜻,3,30,명사,로,곤,6
꾸꾸,꾸꾸의 뜻,2,30,명사,꾸,꾸,2
무량수,무량수의 뜻,2,30,명사,무,수,3
검사인,검사인의 뜻,2,30,명사,검,인,3
보쌈,보쌈의 뜻,2,30,명사,보,쌈,2
살코기,살코기의 뜻,2,30,명사,살,기,3
우필,우필의 뜻,2,30,명사,우,필,2
레츠,레츠의 뜻,2,30,명사,레,츠,2
건너산,건너산의 뜻,2,30,명사,건,산,3
슈팅가디언,슈팅가디언의 뜻,2,30,명사,슈,언,5
슈토헬,슈토헬의 뜻,2,30,명사,슈,헬,3
로미오와비밀의줄리엣,로미오와비밀의줄리엣의 뜻,3,30,명사,로,엣,10
오나라,오나라의 뜻,2,30,명사,오,라,3
와삭와삭하다,와삭와삭하다의 뜻,3,30,명사,와,다,6
완전중립국,완전중립국의 뜻,2,30,명사,완,국,5
우타이산,우타이산의 뜻,2,30,명사,우,산,4
왜벼슬,왜벼슬의 뜻,2,30,명사,왜,슬,3
왜변,왜변의 뜻,2,30,명사,왜,변,2
왕위,왕위의 뜻,2,30,명사,왕,위,2
영사하다,영사하다의 뜻,2,30,명사,영,다,4
우선변제권자,우선변제권자의 뜻,3,30,명사,우,자,6
우선성,우선성의 뜻,2,30,명사,우,성,3
로열가드,로열가드의 뜻,2,30,명사,로,드,4
윤하정삼문취록,윤하정삼문취록의 뜻,3,30,명사,윤,록,7
우선부유선광,우선부유선광의 뜻,3,30,명사,우,광,6
오자서,오자서의 뜻,2,30,명사,오,서,3
로스트유니버스,로스트유니버스의 뜻,3,30,명사,로,스,7
주뼛,주뼛의 뜻,2,30,명사,주,뼛,2
초반,초반의 뜻,2,30,명사,초,반,2
운공,운공의 뜻,2,30,명사,운,공,2
색동저고리,색동저고리의 뜻,2,30,명사,색,리,5
로봇걸즈,로봇걸즈의 뜻,2,30,명사,로,즈,4
음속,음속의 뜻,2,30,명사,음,속,2
간경,간경의 뜻,2,30,명사,간,경,2
선도기,선도기의 뜻,2,30,명사,선,기,3
로보틱스노츠,로보틱스노츠의 뜻,3,30,명사,로,츠,6
데드,데드의 뜻,2,30,명사,데,드,2
로얄카투스,로얄카투스의 뜻,2,30,명사,로,스,5
우당탕퉁탕,우당탕퉁탕의 뜻,2,30,명사,우,탕,5
붉은수염독나비,붉은수염독나비의 뜻,3,30,명사,붉,비,7
대금십통,대금십통의 뜻,2,30,명사,대,통,4
요오드법,요오드법의 뜻,2,30,명사,요,법,4
루나틱사이커,루나틱사이커의 뜻,3,30,명사,루,커,6
왜별기,왜별기의 뜻,2,30,명사,왜,기,3
왜병,왜병의 뜻,2,30,명사,왜,병,2
판도라의상자,판도라의상자의 뜻,3,30,명사,판,자,6
열전,열전의 뜻,2,30,명사,열,전,2
왜보구래,왜보구래의 뜻,2,30,명사,왜,래,4
왜복,왜복의 뜻,2,30,명사,왜,복,2
우송료,우송료의 뜻,2,30,명사,우,료,3
우레티다,우레티다의 뜻,2,30,명사,우,다,4
우당탕하다,우당탕하다의 뜻,2,30,명사,우,다,5
거르다,거르다의 뜻,2,30,명사,거,다,3
거르렁거르렁하다,거르렁거르렁하다의 뜻,3,30,명사,거,다,8
록자,록자의 뜻,2,30,명사,록,자,2
우당탕우당탕하다,우당탕우당탕하다의 뜻,3,30,명사,우,다,8
벌집핏자,벌집핏자의 뜻,2,30,명사,벌,자,4
루가루,루가루의 뜻,2,30,명사,루,루,3
오류귀장,오류귀장의 뜻,2,30,명사,오,장,4
갤쑥하다,갤쑥하다의 뜻,2,30,명사,갤,다,4
로쿠데나시블루스,로쿠데나시블루스의 뜻,3,30,명사,로,스,8
덩그럭거리다,덩그럭거리다의 뜻,3,30,명사,덩,다,6
우선변제,우선변제의 뜻,2,30,명사,우,제,4
루루모,루루모의 뜻,2,30,명사,루,모,3
로즈앙,로즈앙의 뜻,2,30,명사,로,앙,3
로켓롤,로켓롤의 뜻,2,30,명사,로,롤,3
와작,와작의 뜻,2,30,명사,와,작,2
루노,루노의 뜻,2,30,명사,루,노,2
겉보기잎수,겉보기잎수의 뜻,2,30,명사,겉,수,5
지무,지무의 뜻,2,30,명사,지,무,2
로코,로코의 뜻,2,30,명사,로,코,2
우레탄폼,우레탄폼의 뜻,2,30,명사,우,폼,4
존하,존하의 뜻,2,30,명사,존,하,2
사법법,사법법의 뜻,2,30,명사,사,법,3
루나라,루나라의 뜻,2,30,명사,루,라,3
도깨비소리,도깨비소리의 뜻,2,30,명사,도,리,5
류머티즘성관절염,류머티즘성관절염의 뜻,3,30,명사,류,염,8
수프,수프의 뜻,2,30,명사,수,프,2
요오드산염적정법,요오드산염적정법의 뜻,3,30,명사,요,법,8
브라이언,브라이언의 뜻,2,30,명사,브,언,4
엔탈피,엔탈피의 뜻,2,30,명사,엔,피,3
로즈레이드,로즈레이드의 뜻,2,30,명사,로,드,5
코끼리,코끼리의 뜻,2,30,명사,코,리,3
루드빅,루드빅의 뜻,2,30,명사,루,빅,3
접대용,접대용의 뜻,2,30,명사,접,용,3
집게발,집게발의 뜻,2,30,명사,집,발,3
로켓걸,로켓걸의 뜻,2,30,명사,로,걸,3
개다래,개다래의 뜻,2,30,명사,개,래,3
루비시야석,루비시야석의 뜻,2,30,명사,루,석,5
데거덕거리다,데거덕거리다의 뜻,3,30,명사,데,다,6
데거덕데거덕하다,데거덕데거덕하다의 뜻,3,30,명사,데,다,8
변죽,변죽의 뜻,2,30,명사,변,죽,2
갤씀갤씀하다,갤씀갤씀하다의 뜻,3,30,명사,갤,다,6
갯길경과,갯길경과의 뜻,2,30,명사,갯,과,4
갤씀히,갤씀히의 뜻,2,30,명사,갤,히,3
갤쭉갤쭉,갤쭉갤쭉의 뜻,2,30,명사,갤,쭉,4
심마니,심마니의 뜻,2,30,명사,심,니,3
갤쭉갤쭉하다,갤쭉갤쭉하다의 뜻,3,30,명사,갤,다,6
갤쭉이,갤쭉이의 뜻,2,30,명사,갤,이,3
갤쯤갤쯤하다,갤쯤갤쯤하다의 뜻,3,30,명사,갤,다,6
갤쯤하다,갤쯤하다의 뜻,2,30,명사,갤,다,4
외진연,외진연의 뜻,2,30,명사,외,연,3
결략,결략의 뜻,2,30,명사,결,략,2
마소,마소의 뜻,2,30,명사,마,소,2
입술,입술의 뜻,2,30,명사,입,술,2
송유관,송유관의 뜻,2,30,명사,송,관,3
우수정,우수정의 뜻,2,30,명사,우,정,3
씀바귀,씀바귀의 뜻,2,30,명사,씀,귀,3
왕쇠등에,왕쇠등에의 뜻,2,30,명사,왕,에,4
구릅,구릅의 뜻,2,30,명사,구,릅,2
뿔면,뿔면의 뜻,2,30,명사,뿔,면,2
우선시하다,우선시하다의 뜻,2,30,명사,우,다,5
우선외화제도,우선외화제도의 뜻,3,30,명사,우,도,6
우선우선하다,우선우선하다의 뜻,3,30,명사,우,다,6
루비수정,루비수정의 뜻,2,30,명사,루,정,4
욘손,욘손의 뜻,2,30,명사,욘,손,2
산뜩,산뜩의 뜻,2,30,명사,산,뜩,2
사다새,사다새의 뜻,2,30,명사,사,새,3
메타세쿼이아,메타세쿼이아의 뜻,3,30,명사,메,아,6
우선시,우선시의 뜻,2,30,명사,우,시,3
요곡,요곡의 뜻,2,30,명사,요,곡,2
역마,역마의 뜻,2,30,명사,역,마,2
루리엘,루리엘의 뜻,2,30,명사,루,엘,3
외집단,외집단의 뜻,2,30,명사,외,단,3
죽나무,죽나무의 뜻,2,30,명사,죽,무,3
갤쑥이,갤쑥이의 뜻,2,30,명사,갤,이,3
결락,결락의 뜻,2,30,명사,결,락,2
루덴의메아리,루덴의메아리의 뜻,3,30,명사,루,리,6
루나픽시,루나픽시의 뜻,2,30,명사,루,시,4
루벤,루벤의 뜻,2,30,명사,루,벤,2
가시덩굴사냥꾼,가시덩굴사냥꾼의 뜻,3,30,명사,가,꾼,7
십이지장충,십이지장충의 뜻,2,30,명사,십,충,5
볼츠만의원리,볼츠만의원리의 뜻,3,30,명사,볼,리,6
루나플라이,루나플라이의 뜻,2,30,명사,루,이,5
루난의허리케인,루난의허리케인의 뜻,3,30,명사,루,인,7
우월적,우월적의 뜻,2,30,명사,우,적,3
잔여재산분배청구권,잔여재산분배청구권의 뜻,3,30,명사,잔,권,9
우월하다,우월하다의 뜻,2,30,명사,우,다,4
원친교접,원친교접의 뜻,2,30,명사,원,접,4
원격잡종,원격잡종의 뜻,2,30,명사,원,종,4
원침,원침의 뜻,2,30,명사,원,침,2
솥뚜껑,솥뚜껑의 뜻,2,30,명사,솥,껑,3
결락되다,결락되다의 뜻,2,30,명사,결,다,4
결락하다,결락하다의 뜻,2,30,명사,결,다,4
결람하다,결람하다의 뜻,2,30,명사,결,다,4
경외지심,경외지심의 뜻,2,30,명사,경,심,4
원가관리,원가관리의 뜻,2,30,명사,원,리,4
차나뭇과,차나뭇과의 뜻,2,30,명사,차,과,4
루팅크라운,루팅크라운의 뜻,2,30,명사,루,운,5
옥문,옥문의 뜻,2,30,명사,옥,문,2
안신,안신의 뜻,2,30,명사,안,신,2
우찬선대부,우찬선대부의 뜻,2,30,명사,우,부,5
쑬쑬,쑬쑬의 뜻,2,30,명사,쑬,쑬,2
데걱거리다,데걱거리다의 뜻,2,30,명사,데,다,5
순당,순당의 뜻,2,30,명사,순,당,2
결려,결려의 뜻,2,30,명사,결,려,2
준비음,준비음의 뜻,2,30,명사,준,음,3
주콥스키,주콥스키의 뜻,2,30,명사,주,키,4
우찰,우찰의 뜻,2,30,명사,우,찰,2
루이넬,루이넬의 뜻,2,30,명사,루,넬,3
다원방정식,다원방정식의 뜻,2,30,명사,다,식,5
루이첼,루이첼의 뜻,2,30,명사,루,첼,3
루토,루토의 뜻,2,30,명사,루,토,2
유덕,유덕의 뜻,2,30,명사,유,덕,2
경매입찰방해죄,경매입찰방해죄의 뜻,3,30,명사,경,죄,7
곁갈비,곁갈비의 뜻,2,30,명사,곁,비,3
루빅,루빅의 뜻,2,30,명사,루,빅,2
왕셴첸,왕셴첸의 뜻,2,30,명사,왕,첸,3
루시,루시의 뜻,2,30,명사,루,시,2
스마마,스마마의 뜻,2,30,명사,스,마,3
캐슈,캐슈의 뜻,2,30,명사,캐,슈,2
선점,선점의 뜻,2,30,명사,선,점,2
루차불,루차불의 뜻,2,30,명사,루,불,3
루커스,루커스의 뜻,2,30,명사,루,스,3
붕어마름,붕어마름의 뜻,2,30,명사,붕,름,4
유엔안전보장이사회,유엔안전보장이사회의 뜻,3,30,명사,유,회,9
유덕장,유덕장의 뜻,2,30,명사,유,장,3
유렵가,유렵가의 뜻,2,30,명사,유,가,3
계라차지,계라차지의 뜻,2,30,명사,계,지,4
계란구,계란구의 뜻,2,30,명사,계,구,3
유렵기,유렵기의 뜻,2,30,명사,유,기,3
뤄톈이,뤄톈이의 뜻,2,30,명사,뤄,이,3
단종,단종의 뜻,2,30,명사,단,종,2
유령하다,유령하다의 뜻,2,30,명사,유,다,4
유령관,유령관의 뜻,2,30,명사,유,관,3
유령도시,유령도시의 뜻,2,30,명사,유,시,4
유령란,유령란의 뜻,2,30,명사,유,란,3
계락시조,계락시조의 뜻,2,30,명사,계,조,4
유령림,유령림의 뜻,2,30,명사,유,림,3
골딩,골딩의 뜻,2,30,명사,골,딩,2
유령인구,유령인구의 뜻,2,30,명사,유,구,4
유령주,유령주의 뜻,2,30,명사,유,주,3
유령체,유령체의 뜻,2,30,명사,유,체,3
셸번,셸번의 뜻,2,30,명사,셸,번,2
계등부표,계등부표의 뜻,2,30,명사,계,표,4
계라하다,계라하다의 뜻,2,30,명사,계,다,4
올림픽,올림픽의 뜻,2,30,명사,올,픽,3
계란골,계란골의 뜻,2,30,명사,계,골,3
유물론적변증법,유물론적변증법의 뜻,3,30,명사,유,법,7
인정머리,인정머리의 뜻,2,30,명사,인,리,4
계축사화,계축사화의 뜻,2,30,명사,계,화,4
연등제,연등제의 뜻,2,30,명사,연,제,3
계두육,계두육의 뜻,2,30,명사,계,육,3
바루나,바루나의 뜻,2,30,명사,바,나,3
룬슬레이어,룬슬레이어의 뜻,2,30,명사,룬,어,5
상대등,상대등의 뜻,2,30,명사,상,등,3
요막,요막의 뜻,2,30,명사,요,막,2
계두총,계두총의 뜻,2,30,명사,계,총,3
룰더스카이,룰더스카이의 뜻,2,30,명사,룰,이,5
사칭,사칭의 뜻,2,30,명사,사,칭,2
루팡삼세,루팡삼세의 뜻,2,30,명사,루,세,4
얼음피해,얼음피해의 뜻,2,30,명사,얼,해,4
유물모듬새,유물모듬새의 뜻,2,30,명사,유,새,5
유작자,유작자의 뜻,2,30,명사,유,자,3
유물층,유물층의 뜻,2,30,명사,유,층,3
단백석,단백석의 뜻,2,30,명사,단,석,3
유잠,유잠의 뜻,2,30,명사,유,잠,2
미식가,미식가의 뜻,2,30,명사,미,가,3
리버,리버의 뜻,2,30,명사,리,버,2
요막하다,요막하다의 뜻,2,30,명사,요,다,4
낙오자,낙오자의 뜻,2,30,명사,낙,자,3
양증외감,양증외감의 뜻,2,30,명사,양,감,4
류해나,류해나의 뜻,2,30,명사,류,나,3
유물포함층,유물포함층의 뜻,2,30,명사,유,층,5
단백광,단백광의 뜻,2,30,명사,단,광,3
페르미,페르미의 뜻,2,30,명사,페,미,3
인류애,인류애의 뜻,2,30,명사,인,애,3
십자마주나기,십자마주나기의 뜻,3,30,명사,십,기,6
리게이터,리게이터의 뜻,2,30,명사,리,터,4
상변화,상변화의 뜻,2,30,명사,상,화,3
류자키카오루,류자키카오루의 뜻,3,30,명사,류,루,6
양륙,양륙의 뜻,2,30,명사,양,륙,2
류가미네미카도,류가미네미카도의 뜻,3,30,명사,류,도,7
양응룡의난,양응룡의난의 뜻,2,30,명사,양,난,5
별기,별기의 뜻,2,30,명사,별,기,2
쏠림,쏠림의 뜻,2,30,명사,쏠,림,2
유잠충,유잠충의 뜻,2,30,명사,유,충,3
단백가,단백가의 뜻,2,30,명사,단,가,3
유작,유작의 뜻,2,30,명사,유,작,2
계축일기,계축일기의 뜻,2,30,명사,계,기,4
외청역,외청역의 뜻,2,30,명사,외,역,3
리드믹스,리드믹스의 뜻,2,30,명사,리,스,4
무녀,무녀의 뜻,2,30,명사,무,녀,2
양봉하다,양봉하다의 뜻,2,30,명사,양,다,4
유능력하다,유능력하다의 뜻,2,30,명사,유,다,5
속도위반,속도위반의 뜻,2,30,명사,속,반,4
위행령시,위행령시의 뜻,2,30,명사,위,시,4
리듬엔조이,리듬엔조이의 뜻,2,30,명사,리,이,5
양양군,양양군의 뜻,2,30,명사,양,군,3
마케팅,마케팅의 뜻,2,30,명사,마,팅,3
색상환,색상환의 뜻,2,30,명사,색,환,3
실직자,실직자의 뜻,2,30,명사,실,자,3
통삼,통삼의 뜻,2,30,명사,통,삼,2
양의,양의의 뜻,2,30,명사,양,의,2
유능,유능의 뜻,2,30,명사,유,능,2
유능력,유능력의 뜻,2,30,명사,유,력,3
조리실,조리실의 뜻,2,30,명사,조,실,3
엄단,엄단의 뜻,2,30,명사,엄,단,2
엑스,엑스의 뜻,2,30,명사,엑,스,2
문단속,문단속의 뜻,2,30,명사,문,속,3
유노,유노의 뜻,2,30,명사,유,노,2
차전,차전의 뜻,2,30,명사,차,전,2
국회,국회의 뜻,2,30,명사,국,회,2
리듬앤파라다이스,리듬앤파라다이스의 뜻,3,30,명사,리,스,8
리드오어다이,리드오어다이의 뜻,3,30,명사,리,이,6
덴덕지근하다,덴덕지근하다의 뜻,3,30,명사,덴,다,6
위허하다,위허하다의 뜻,2,30,명사,위,다,4
위헌하다,위헌하다의 뜻,2,30,명사,위,다,4
양주동,양주동의 뜻,2,30,명사,양,동,3
가죽옷,가죽옷의 뜻,2,30,명사,가,옷,3
지음,지음의 뜻,2,30,명사,지,음,2
불알,불알의 뜻,2,30,명사,불,알,2
무자치,무자치의 뜻,2,30,명사,무,치,3
석방,석방의 뜻,2,30,명사,석,방,2
리스토란테파라디조,리스토란테파라디조의 뜻,3,30,명사,리,조,9
나란히,나란히의 뜻,2,30,명사,나,히,3
환원제,환원제의 뜻,2,30,명사,환,제,3
호리병,호리병의 뜻,2,30,명사,호,병,3
리셀스퀴드,리셀스퀴드의 뜻,2,30,명사,리,드,5
유모차,유모차의 뜻,2,30,명사,유,차,3
스컹뿡,스컹뿡의 뜻,2,30,명사,스,뿡,3
오대호,오대호의 뜻,2,30,명사,오,호,3
전자기,전자기의 뜻,2,30,명사,전,기,3
가오슝,가오슝의 뜻,2,30,명사,가,슝,3
자료실,자료실의 뜻,2,30,명사,자,실,3
적설량,적설량의 뜻,2,30,명사,적,량,3
도관사,도관사의 뜻,2,30,명사,도,사,3
마부라호,마부라호의 뜻,2,30,명사,마,호,4
실습실,실습실의 뜻,2,30,명사,실,실,3
사인펜,사인펜의 뜻,2,30,명사,사,펜,3
마법총술사쿠로히메,마법총술사쿠로히메의 뜻,3,30,명사,마,메,9
분홍색,분홍색의 뜻,2,30,명사,분,색,3
산화력,산화력의 뜻,2,30,명사,산,력,3
중국적,중국적의 뜻,2,30,명사,중,적,3
날고기,날고기의 뜻,2,30,명사,날,기,3
준비종,준비종의 뜻,2,30,명사,준,종,3
중국전국인민대표대회,중국전국인민대표대회의 뜻,3,30,명사,중,회,10
열친하다,열친하다의 뜻,2,30,명사,열,다,4
주제술,주제술의 뜻,2,30,명사,주,술,3
중국집,중국집의 뜻,2,30,명사,중,집,3
취기,취기의 뜻,2,30,명사,취,기,2
단동기관,단동기관의 뜻,2,30,명사,단,관,4
주제조각,주제조각의 뜻,2,30,명사,주,각,4
주제재현부,주제재현부의 뜻,2,30,명사,주,부,5
마비노기걸즈,마비노기걸즈의 뜻,3,30,명사,마,즈,6
거지꼴,거지꼴의 뜻,2,30,명사,거,꼴,3
마피아,마피아의 뜻,2,30,명사,마,아,3
다중화,다중화의 뜻,2,30,명사,다,화,3
치환기,치환기의 뜻,2,30,명사,치,기,3
조리기,조리기의 뜻,2,30,명사,조,기,3
열석,열석의 뜻,2,30,명사,열,석,2
조형물,조형물의 뜻,2,30,명사,조,물,3
열서,열서의 뜻,2,30,명사,열,서,2
앗쌤,앗쌤의 뜻,2,30,명사,앗,쌤,2
단쉬,단쉬의 뜻,2,30,명사,단,쉬,2
소생실,소생실의 뜻,2,30,명사,소,실,3
아사달,아사달의 뜻,2,30,명사,아,달,3
메가존,메가존의 뜻,2,30,명사,메,존,3
이방원,이방원의 뜻,2,30,명사,이,원,3
실질적,실질적의 뜻,2,30,명사,실,적,3
마사요시,마사요시의 뜻,2,30,명사,마,시,4
펜던트,펜던트의 뜻,2,30,명사,펜,트,3
라니냐,라니냐의 뜻,2,30,명사,라,냐,3
오리사바산,오리사바산의 뜻,2,30,명사,오,산,5
오리사주,오리사주의 뜻,2,30,명사,오,주,4
분리기,분리기의 뜻,2,30,명사,분,기,3
오리알구이,오리알구이의 뜻,2,30,명사,오,이,5
국회의원,국회의원의 뜻,2,30,명사,국,원,4
질짜닥거리다,질짜닥거리다의 뜻,3,30,명사,질,다,6
약장수,약장수의 뜻,2,30,명사,약,수,3
가루바위트로그,가루바위트로그의 뜻,3,30,명사,가,그,7
주주구성,주주구성의 뜻,2,30,명사,주,성,4
질짜닥질짜닥하다,질짜닥질짜닥하다의 뜻,3,30,명사,질,다,8
질짝질짝,질짝질짝의 뜻,2,30,명사,질,짝,4
바륨,바륨의 뜻,2,30,명사,바,륨,2
지청구꾸러기,지청구꾸러기의 뜻,3,30,명사,지,기,6
산화제,산화제의 뜻,2,30,명사,산,제,3
모찌,모찌의 뜻,2,30,명사,모,찌,2
산청,산청의 뜻,2,30,명사,산,청,2
가양역,가양역의 뜻,2,30,명사,가,역,3
메로엣타,메로엣타의 뜻,2,30,명사,메,타,4
스켈레톤지휘관,스켈레톤지휘관의 뜻,3,30,명사,스,관,7
증거금,증거금의 뜻,2,30,명사,증,금,3
가로쉬헬스크림,가로쉬헬스크림의 뜻,3,30,명사,가,림,7
가랭이,가랭이의 뜻,2,30,명사,가,이,3
오리알산병,오리알산병의 뜻,2,30,명사,오,병,5
질가마,질가마의 뜻,2,30,명사,질,마,3
주졸,주졸의 뜻,2,30,명사,주,졸,2
주주당머리,주주당머리의 뜻,2,30,명사,주,리,5
안내,안내의 뜻,2,30,명사,안,내,2
나룻배,나룻배의 뜻,2,30,명사,나,배,3
탄소,탄소의 뜻,2,30,명사,탄,소,2
인내,인내의 뜻,2,30,명사,인,내,2
메다카박스,메다카박스의 뜻,2,30,명사,메,스,5
옥외광고물,옥외광고물의 뜻,2,30,명사,옥,물,5
단동비모사기계손,단동비모사기계손의 뜻,3,30,명사,단,손,8
메구포이드,메구포이드의 뜻,2,30,명사,메,드,5
오리애비,오리애비의 뜻,2,30,명사,오,비,4
메를리,메를리의 뜻,2,30,명사,메,리,3
슈팅바쿠간,슈팅바쿠간의 뜻,2,30,명사,슈,간,5
메모리즈오프,메모리즈오프의 뜻,3,30,명사,메,프,6
질쩌덕거리다,질쩌덕거리다의 뜻,3,30,명사,질,다,6
집결하다,집결하다의 뜻,2,30,명사,집,다,4
오랜동안,오랜동안의 뜻,2,30,명사,오,안,4
귀지,귀지의 뜻,2,30,명사,귀,지,2
오보록히,오보록히의 뜻,2,30,명사,오,히,4
원심력,원심력의 뜻,2,30,명사,원,력,3
인산화,인산화의 뜻,2,30,명사,인,화,3
메르크스토리아,메르크스토리아의 뜻,3,30,명사,메,아,7
표현적,표현적의 뜻,2,30,명사,표,적,3
오대화,오대화의 뜻,2,30,명사,오,화,3
터럭모,터럭모의 뜻,2,30,명사,터,모,3
치솔질,치솔질의 뜻,2,30,명사,치,질,3
제삿날,제삿날의 뜻,2,30,명사,제,날,3
오랜만,오랜만의 뜻,2,30,명사,오,만,3
인도인,인도인의 뜻,2,30,명사,인,인,3
오래전,오래전의 뜻,2,30,명사,오,전,3
메이퀸,메이퀸의 뜻,2,30,명사,메,퀸,3
메어리코크란,메어리코크란의 뜻,3,30,명사,메,란,6
디디,디디의 뜻,2,30,명사,디,디,2
오더,오더의 뜻,2,30,명사,오,더,2
등나무,등나무의 뜻,2,30,명사,등,무,3
집게주먹,집게주먹의 뜻,2,30,명사,집,먹,4
오래오래,오래오래의 뜻,2,30,명사,오,래,4
메이코,메이코의 뜻,2,30,명사,메,코,3
에서,에서의 뜻,2,30,명사,에,서,2
주머니폭파,주머니폭파의 뜻,2,30,명사,주,파,5
메카닉,메카닉의 뜻,2,30,명사,메,닉,3
만하임,만하임의 뜻,2,30,명사,만,임,3
거든거든하다,거든거든하다의 뜻,3,30,명사,거,다,6
오보에족,오보에족의 뜻,2,30,명사,오,족,4
심성,심성의 뜻,2,30,명사,심,성,2
올감자,올감자의 뜻,2,30,명사,올,자,3
기척,기척의 뜻,2,30,명사,기,척,2
올감재,올감재의 뜻,2,30,명사,올,재,3
스케반형사,스케반형사의 뜻,2,30,명사,스,사,5
암모니아,암모니아의 뜻,2,30,명사,암,아,4
가정역,가정역의 뜻,2,30,명사,가,역,3
